SORT,Begrotingsprogramma,THEMA,Variabele,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,GROEP,format,Thema Kerncijfertabel,Kleurenpalet,LegendaCode,SD minimum Bevtotaal,SD minimum WvoorrBAG,Geenkerncijfer
5141,Economie en cultuur,Bedrijvigheid sectie,BHVESTI_P,% Vestigingen I: horeca,% Vestigingen I: horeca,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode I: Horeca. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5151,Economie en cultuur,Bedrijvigheid sectie,BHVESTJ_P,% Vestigingen J: informatie en communicatie,% Vestigingen J: informatie en communicatie,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode J: Informatie en communicatie. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5161,Economie en cultuur,Bedrijvigheid sectie,BHVESTK_P,% Vestigingen K: financiële instellingen,% Vestigingen K: financiële instellingen,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode K: Financiële instellingen. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5171,Economie en cultuur,Bedrijvigheid sectie,BHVESTL_P,"% Vestigingen L: handel, verhuur onroerend goed","% Vestigingen L: handel, verhuur onroerend goed","Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode L: Handel, verhuur onroerend goed. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5181,Economie en cultuur,Bedrijvigheid sectie,BHVESTM_P,% Vestigingen M: advisering en onderzoek,% Vestigingen M: advisering en onderzoek,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode M: Advisering en onderzoek. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5191,Economie en cultuur,Bedrijvigheid sectie,BHVESTN_P,% Vestigingen N: overige zakelijke dienstverlening,% Vestigingen N: overige zakelijke dienstverlening,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode N: Overige zakelijke dienstverlening. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5201,Economie en cultuur,Bedrijvigheid sectie,BHVESTO_P,% Vestigingen O: overheid,% Vestigingen O: overheid,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode O: Overheid. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5211,Economie en cultuur,Bedrijvigheid sectie,BHVESTP_P,% Vestigingen P: onderwijs,% Vestigingen P: onderwijs,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode P: Onderwijs. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5221,Economie en cultuur,Bedrijvigheid sectie,BHVESTQ_P,% Vestigingen Q: gezondheids- en welzijnszorg,% Vestigingen Q: gezondheids- en welzijnszorg,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode Q: Gezondheids- en welzijnszorg. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5231,Economie en cultuur,Bedrijvigheid sectie,BHVESTR_P,% Vestigingen R: cultuur sport en recreatie,% Vestigingen R: cultuur sport en recreatie,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode R: Cultuur, sport en recreatie. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5241,Economie en cultuur,Bedrijvigheid sectie,BHVESTS_P,% Vestigingen S: overige dienstverlening,% Vestigingen S: overige dienstverlening,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode S: Overige dienstverlening. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5251,Economie en cultuur,Bedrijvigheid sectie,BHVESTT_P,% Vestigingen T: huishouden als werkgever,% Vestigingen T: huishouden als werkgever,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode T: Huishoudens als werkgever van huishoudelijk personeel en/of niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5261,Economie en cultuur,Bedrijvigheid sectie,BHVESTU_P,% Vestigingen U: extraterritoriale organisaties,% Vestigingen U: extraterritoriale organisaties,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode U: Extraterritoriale organisaties en lichamen. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
5271,Economie en cultuur,Bedrijvigheid sectie,BHWPA,"Werkzame personen A: landbouw, bosbouw en visserij","WP A: landbouw, bosbouw en visserij","Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode A: Landbouw, bosbouw en visserij. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5281,Economie en cultuur,Bedrijvigheid sectie,BHWPB,Werkzame personen B: winning van delfstoffen,WP B: winning van delfstoffen,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode B: winning van delfstoffen. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5291,Economie en cultuur,Bedrijvigheid sectie,BHWPC,Werkzame personen C: industrie,WP C: industrie,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode C: Industrie. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.  
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5301,Economie en cultuur,Bedrijvigheid sectie,BHWPD,Werkzame personen D: energiebedrijven,WP D: energiebedrijven,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode D: Energiebedrijven. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.  
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5311,Economie en cultuur,Bedrijvigheid sectie,BHWPE,Werkzame personen  E: waterwinning en afvalverwerking,WP  E: waterwinning en afvalverwerking,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode E: Waterwinning en afvalverwerking. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5321,Economie en cultuur,Bedrijvigheid sectie,BHWPF,Werkzame personen F: bouwnijverheid,WP F: bouwnijverheid,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode F: Bouwnijverheid. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.    

",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5331,Economie en cultuur,Bedrijvigheid sectie,BHWPG1,Werkzame personen G1: groothandel,WP G1: groothandel,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode G1: Groothandel. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.  
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5341,Economie en cultuur,Bedrijvigheid sectie,BHWPG2,Werkzame personen G2: detailhandel,WP G2: detailhandel,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode G2: Detailhandel. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.   
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5351,Economie en cultuur,Bedrijvigheid sectie,BHWPH,Werkzame personen H: transport en logistiek,WP H: transport en logistiek,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode H: transport en logistiek. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5361,Economie en cultuur,Bedrijvigheid sectie,BHWPI,Werkzame personen I: horeca,WP I: horeca,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode I: Horeca. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.    
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5371,Economie en cultuur,Bedrijvigheid sectie,BHWPJ,Werkzame personen J: informatie en communicatie,WP J: informatie en communicatie,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode J: Informatie en communicatie. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5381,Economie en cultuur,Bedrijvigheid sectie,BHWPK,Werkzame personen K: financiële instellingen,WP K: financiële instellingen,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode K: Financiële instellingen. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.    
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5391,Economie en cultuur,Bedrijvigheid sectie,BHWPL,"Werkzame personen L: handel, verhuur onroerend goed","WP L: handel, verhuur onroerend goed","Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode L: Handel, verhuur onroerend goed. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5401,Economie en cultuur,Bedrijvigheid sectie,BHWPM,Werkzame personen M: advisering en onderzoek,WP M: advisering en onderzoek,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestingen met de sectiecode M: Advisering en onderzoek. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.    

",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5411,Economie en cultuur,Bedrijvigheid sectie,BHWPN,Werkzame personen N: overige zakelijke dienstverlening,WP N: overige zakelijke dienstverlening,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode N: Overige zakelijke dienstverlening. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5421,Economie en cultuur,Bedrijvigheid sectie,BHWPO,Werkzame personen O: overheid,WP O: overheid,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode O: Overheid. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.    
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5431,Economie en cultuur,Bedrijvigheid sectie,BHWPP,Werkzame personen P: onderwijs,WP P: onderwijs,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode P: Onderwijs. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.    
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5441,Economie en cultuur,Bedrijvigheid sectie,BHWPQ,Werkzame personen Q: gezondheids- en welzijnszorg,WP Q: gezondheids- en welzijnszorg,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode Q: Gezondheids- en welzijnszorg. 

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.  
",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5451,Economie en cultuur,Bedrijvigheid sectie,BHWPR,Werkzame personen R: cultuur sport en recreatie,WP R: cultuur sport en recreatie,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen  met de sectiecode R: Cultuur, sport en recreatie. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5461,Economie en cultuur,Bedrijvigheid sectie,BHWPS,Werkzame personen S: overige dienstverlening,WP S: overige dienstverlening,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode S: Overige dienstverlening. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
